"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"05/000045";"Cafetería";"2ª - 1 Taza";"DRAKAR";"CTRA. DEL BARCO, Nº 4";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"627576359";"";"";"info@elmilanoreal.com";"";"";"51";"";"";"Si";
"24/000232";"Cafetería";"2ª - 1 Taza";"DUNA";"PASEO INGENIERO SAENZ DE MIERA, 4";"24009";"León";"León";"LEON";"LEON";"695096974";"";"";"";"";"";"58";"";"";"";
"47/000015";"Cafetería";"2ª - 1 Taza";"EDEN";"Paseo ISABEL LA CATOLICA 27";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983351718";"616443233";"";"gonzaloherreros@yahoo.es";"";"";"60";"";"";"";
"24/000076";"Cafetería / Bar";"2ª - 1 Taza";"EDEN";"Plaza MAYOR, 15";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"667855879";"";"";"";"";"";"48";"";"";"";
"47/000137";"Cafetería / Bar";"2ª - 1 Taza";"MURMULLO";"Calle NUÑEZ DE ARCE 38";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"603743301";"";"";"";"";"";"47";"";"";"";
"37/000095";"Cafetería";"2ª - 1 Taza";"LA ESCALA";"CTRA. SEQUEROS-VITIGUDINO, KM. 30";"37200";"Salamanca";"Fuente de San Esteban (La)";"FUENTE DE SAN ESTEBAN (LA)";"";"";"";"";"";"";"";"47";"";"";"";
"42/000065";"Cafetería";"2ª - 1 Taza";"EL SOL";"GONZALO DE BERCEO, 1";"42003";"Soria";"Soria";"SORIA";"SORIA";"975213061";"";"";"";"";"";"39";"";"";"";
"37/000039";"Cafetería";"2ª - 1 Taza";"LOS ESCUDOS";"Plaza MAYOR 3  BJº";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"625396132";"";"";"morob@hotmail.es";"";"";"70";"";"";"";
"47/000138";"Cafetería";"2ª - 1 Taza";"LOS ESCUDOS";"AVDª MADRID,26";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"";"983544987";"";"";"";"";"";"46";"";"";"";
"05/000048";"Cafetería";"2ª - 1 Taza";"LA ESMERALDA";"NICOLAS DE LA FUENTE, 19";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920341302";"";"";"";"";"";"90";"";"";"";
"47/000091";"Cafetería";"2ª - 1 Taza";"ESMERALDAS";"Calle JOAQUIN MARIA JALON 20";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983472005";"";"";"";"";"";"12";"";"";"";
"37/000132";"Cafetería";"2ª - 1 Taza";"ESPAÑA";"ESPAÑA, PZA., 4-6";"37004";"Salamanca";"Salamanca";"SALAMANCA";"";"120871";"";"";"";"";"";"250";"";"";"";
"47/000134";"Cafetería";"2ª - 1 Taza";"ETXEA";"Camino ESPERANZA 50";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"682247989";"";"";"";"";"";"70";"";"";"";
"42/000013";"Cafetería";"2ª - 1 Taza";"ESPOLON";"PASEO DEL ESPOLON, 10";"42001";"Soria";"Soria";"SORIA";"SORIA";"975223426";"";"";"";"";"";"63";"";"";"";
"34/000015";"Cafetería / Bar";"2ª - 1 Taza";"LA ESQUINITA";"C/ BALMES, 2";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"658131036";"";"";"";"";"";"37";"";"";"";
"37/000054";"Cafetería";"1ª - 2 Tazas";"LA MORUCHA";"Avenida FILIBERTO VILLALOBOS 71";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923257931";"";"";"";"";"";"122";"";"";"";
"34/000043";"Cafetería / Bar";"2ª - 1 Taza";"ESTACION RENFE";"ESTACION FERROCARRIL (JARDINILLOS)";"34000";"Palencia";"Palencia";"PALENCIA";"";"979170537";"979703280";"";"";"";"";"30";"";"";"";
"34/000025";"Cafetería / Bar";"2ª - 1 Taza";"EUROPA CENTRO";"Urbanización URBANIZACION CASTILLO DE MAGAZ, S/N";"34220";"Palencia";"Magaz de Pisuerga";"MAGAZ DE PISUERGA";"MAGAZ DE PISUERGA";"979784000";"";"";"hoteleuropa@hotelessuco.com";"";"";"840";"";"";"";
"05/000022";"Cafetería";"2ª - 1 Taza";"EVA";"CTRA. CORUÑA, KM. 103";"05290";"Ávila";"Sanchidrián";"SANCHIDRIAN";"";"920318043";"";"";"";"";"";"97";"";"";"";
"37/000022";"Cafetería";"2ª - 1 Taza";"LA FAVORITA";"FILIBERTO VILLALOBOS, 62";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"";"580020";"";"";"";"";"";"45";"";"";"";
"37/000150";"Cafetería";"2ª - 1 Taza";"FELIPE II";"PASEO DE CARMELITAS,3";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"261180";"";"";"";"";"";"35";"";"";"";
"42/000016";"Cafetería";"2ª - 1 Taza";"FLORIDA";"SANTA TERESA DE JESUS, 7";"42003";"Soria";"Soria";"SORIA";"SORIA";"975240102";"617360147";"";"";"";"";"52";"";"";"";
"37/000089";"Cafetería";"2ª - 1 Taza";"FLUVIAL";"REYES DE ESPAÑA, AVDA., 25";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"";"";"";"";"";"";"60";"";"";"";
"24/000132";"Cafetería";"2ª - 1 Taza";"LA FONTANA";"CTRA. MADRID-CORUÑA, 222";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987602083";"";"";"";"";"";"81";"";"";"";
"47/000107";"Cafetería";"2ª - 1 Taza";"HEYBAN";"MADRID, AVENIDA,  32";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"652103405";"";"";"";"";"";"44";"";"";"";
"47/000017";"Cafetería";"2ª - 1 Taza";"FRAGATA 2";"VICENTE MORTES, AVENIDA, 4";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983332672";"";"";"";"";"";"40";"";"";"";
"42/000024";"Cafetería";"2ª - 1 Taza";"EL BARRIO";"MORALES CONTRERAS, 16";"42003";"Soria";"Soria";"SORIA";"SORIA";"975224616";"";"";"";"";"";"40";"";"";"";
"24/000112";"Cafetería";"2ª - 1 Taza";"FRESNO II";"PALENCIA, AVENIDA, 1";"24009";"León";"León";"LEON";"LEON";"987216810";"";"";"";"";"";"28";"";"";"";
"24/000073";"Cafetería / Bar";"2ª - 1 Taza";"TRILLO SANTAANA";"Calle SANTA ANA 37";"24006";"León";"León";"LEON";"LEON";"987276002";"";"";"";"";"";"38";"";"";"Si";
"24/000150";"Cafetería";"2ª - 1 Taza";"LA ESCUELA";"PENDON DE BAEZA, 15";"24006";"León";"León";"LEON";"LEON";"679686427";"";"";"";"";"";"22";"";"";"";
"37/000115";"Cafetería";"2ª - 1 Taza";"GALANTE";"CID, EL, 1-5";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"";"";"";"";"";"";"35";"";"";"";
"24/000097";"Cafetería";"2ª - 1 Taza";"GALAPAGOS";"Avenida AMERICA 44  BAJO";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987419828";"";"";"";"";"";"58";"";"";"";
"47/000033";"Cafetería";"2ª - 1 Taza";"GALEON";"AVDA. MADRID, 26";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"983540307";"";"";"";"";"";"55";"";"";"";
"47/000065";"Cafetería";"2ª - 1 Taza";"GAMAZO 32";"GAMAZO 32";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983293004";"";"";"";"";"";"25";"";"";"";
"47/000126";"Cafetería";"2ª - 1 Taza";"GATSBY";"RAMON PRADERA, AVENIDA, 12";"47000";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983371802";"";"";"";"";"";"24";"";"";"";
"24/000088";"Cafetería";"2ª - 1 Taza";"GAUDI";"EDUARDO DE CASTRO, 6";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615654";"";"";"";"";"";"104";"";"";"";
"47/000083";"Cafetería";"2ª - 1 Taza";"GAYUBA";"PORTUGAL 5";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983221563";"";"";"";"";"";"20";"";"";"";
"37/000093";"Cafetería";"2ª - 1 Taza";"GENESIS";"TORO, 54";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"261737";"";"";"";"";"";"63";"";"";"";
"37/000078";"Cafetería";"2ª - 1 Taza";"DONDE SIEMPRE";"AVDA. EUROPA, 43";"37480";"Salamanca";"Fuentes de Oñoro";"FUENTES DE OÑORO";"FUENTES DE OÑORO";"000000000";"";"";"";"";"";"79";"";"";"";
"05/000026";"Cafetería";"1ª - 2 Tazas";"GIMESAN II";"SERROTA, LA, 2";"05002";"Ávila";"Ávila";"AVILA";"";"920228850";"";"";"";"";"";"21";"";"";"";
"24/000110";"Cafetería";"2ª - 1 Taza";"GLOBUS";"BERNARDO DEL CARPIO, 24";"24004";"León";"León";"LEON";"LEON";"987211940";"";"";"";"";"";"66";"";"";"";
"24/000157";"Cafetería";"2ª - 1 Taza";"GRAHAM BELL";"Avenida AVDA. HUERTAS DE SACRAMENTO, 27";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"691980221";"";"";"";"";"";"60";"";"";"";
"34/000037";"Cafetería";"2ª - 1 Taza";"GRAN SOL";"Plaza PLAZA PIO XII S/N ESQ. C/ MANCORNADOR Nº 21- BJ";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979749142";"";"";"gransolpalencia@gmail.com";"";"";"28";"";"";"";
"05/000016";"Cafetería";"1ª - 2 Tazas";"EL GRANDE";"SANTA TERESA, PLAZA, 8";"05001";"Ávila";"Ávila";"AVILA";"";"920250543";"";"";"";"";"";"382";"";"";"";
"47/000004";"Cafetería";"2ª - 1 Taza";"GRANJA TERRA";"ESPECERIA 2-4";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983343365";"";"";"";"";"";"40";"";"";"";
"05/000008";"Cafetería";"2ª - 1 Taza";"GREDOS";"JOSE GOCHICOA, 16";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"";"920371437";"";"";"";"";"";"32";"";"";"";
"37/000100";"Cafetería";"2ª - 1 Taza";"GUADALUPE";"CARMELITAS, PASEO, 43";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"218896";"";"";"";"";"";"50";"";"";"";
"24/000167";"Cafetería";"2ª - 1 Taza";"BINGO GALICIA";"Paseo CONDESA DE SAGASTA, 2";"24001";"León";"León";"LEON";"LEON";"983361046";"";"";"";"";"";"64";"";"";"";
"37/000118";"Cafetería";"2ª - 1 Taza";"HAMBURGUESERIA FERNANDEZ II";"BARCELONA, PZA., 3";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"250272";"";"";"";"";"";"70";"";"";"";
"05/000020";"Cafetería / Bar";"2ª - 1 Taza";"LA HISPANA";"C/ TRISTE CONDESA, 6";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"608423781";"";"";"";"";"";"32";"";"";"";
"24/000280";"Cafetería";"2ª - 1 Taza";"HOLLYWOOD";"AVDA. AMERICA, 26";"24400";"León";"Ponferrada";"PONFERRADA";"";"987425830";"";"";"";"";"";"68";"";"";"";
"47/000090";"Cafetería";"2ª - 1 Taza";"HOSPITAL CLINICO";"Avenida RAMON Y CAJAL, AVENIDA, S/N";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983254392";"";"";"";"";"";"68";"";"";"";
"47/000142";"Cafetería";"1ª - 2 Tazas";"HOTEL FERIA";"RAMON PRADERA, AVENIDA, S/N";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983373607";"";"";"gestion@hotelferia.com";"www.hotelferia.com";"";"142";"";"";"";
"47/000025";"Cafetería";"2ª - 1 Taza";"HOUSTON";"CIGÜEÑA 18";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"610005204";"";"";"";"";"";"65";"";"";"";
"34/000028";"Cafetería";"2ª - 1 Taza";"LA HUERTA";"AVDA. MANUEL RIVERA, 15";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979723898";"979710548";"";"";"";"";"20";"";"";"";
"24/000091";"Cafetería";"2ª - 1 Taza";"PUERTA DE PICOS";"C/ LAS ERAS, 28";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987700338";"";"";"";"";"";"18";"";"";"";
"24/000202";"Cafetería";"2ª - 1 Taza";"IRISCH";"BERNARDO DEL CARPIO, 24";"24004";"León";"León";"LEON";"LEON";"987258101";"";"";"";"";"";"33";"";"";"";
"24/000079";"Cafetería";"2ª - 1 Taza";"ISLA";"PADRE ISLA, 69";"24002";"León";"León";"LEON";"";"987231244";"";"";"";"";"";"94";"";"";"";
"24/000269";"Cafetería";"2ª - 1 Taza";"ISLA GORGONA";"C/ CONDE GUILLEN, 15";"24004";"León";"León";"LEON";"LEON";"987257604";"";"";"";"";"";"60";"";"";"";
"24/000071";"Cafetería";"2ª - 1 Taza";"JAIVI";"PARDO BAZAN, 7";"24009";"León";"León";"LEON";"LEON";"987237141";"";"";"";"";"";"38";"";"";"";
"05/000038";"Cafetería";"2ª - 1 Taza";"EL JARDIN";"AVDA. CASTILLA Y LEON, 66";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"667240043";"";"";"";"";"";"21";"";"";"";
"37/000053";"Cafetería";"2ª - 1 Taza";"OKEY !";"Paseo ESTACIÓN 49";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"675595236";"";"";"paino1988@hotmail.es";"";"";"38";"";"";"";
"05/000042";"Cafetería";"2ª - 1 Taza";"LOS JERONIMOS";"Calle DUQUE DE ALBA, 11";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920257434";"";"";"";"";"";"28";"";"";"";
"37/000091";"Cafetería";"2ª - 1 Taza";"MAGENTA CAFE BAR";"Calle CALEROS 4  bjº";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"635071759";"";"";"magenta@salamancamagenta.es";"www.salamancamagenta.es";"";"20";"";"";"";
"24/000190";"Cafetería";"2ª - 1 Taza";"JV";"ANUNCIATA, 46";"24010";"León";"León";"LEON";"LEON";"987222741";"";"";"";"";"";"51";"";"";"";
"49/000013";"Cafetería";"2ª - 1 Taza";"KALUA";"PARQUE DE MARINA-CENTRO COMERCIAL";"49003";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980515022";"";"";"";"";"";"30";"";"";"";
"24/000172";"Cafetería";"2ª - 1 Taza";"EL KANGURO AUSTRALIANO";"Carretera  LEON-ASTORGA, KM. 31";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987389031";"";"";"";"";"";"50";"";"";"";
"24/000268";"Cafetería";"2ª - 1 Taza";"KENIA";"AVDA. FACULTAD VETERINARIA, 7";"24004";"León";"León";"LEON";"LEON";"987211007";"";"";"";"";"";"68";"";"";"";
"47/000116";"Cafetería";"2ª - 1 Taza";"TORERO";"PZA. ESPAÑA, 5";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983881488";"645640525";"";"cafetoreropenafiel@gmail.com";"";"";"32";"";"";"";
"47/000101";"Cafetería";"2ª - 1 Taza";"BARCO";"Plaza SALVADOR 7";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"607425070";"675452288";"";"luislopezconde@gmail.com";"";"";"36";"";"";"";
"24/000122";"Cafetería";"2ª - 1 Taza";"PICO CUETO";"Calle RAMIRO II, 3 3";"24004";"León";"León";"LEON";"LEON";"987231593";"";"";"";"";"";"72";"";"";"";
"24/000226";"Cafetería";"2ª - 1 Taza";"LACIANA";"GARCIA BUELTA, 37";"24100";"León";"Villablino";"VILLABLINO";"";"987471367";"";"";"";"";"";"56";"";"";"";
"24/000173";"Cafetería";"2ª - 1 Taza";"LAGUNA NEGRA";"LLANOS, 2";"24008";"León";"León";"LEON";"LEON";"987232612";"";"";"";"";"";"49";"";"";"";
"37/000124";"Cafetería";"2ª - 1 Taza";"LAVILLA";"CANDELARIO, 2-20";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"238568";"";"";"";"";"";"46";"";"";"";
"49/000022";"Cafetería";"2ª - 1 Taza";"LEON FELIPE";"PEÑA DE FRANCIA, 1";"49018";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980510560";"";"";"";"";"";"32";"";"";"";
"24/000186";"Cafetería";"2ª - 1 Taza";"LEON-PLAZA";"Calle ALCAZAR DE TOLEDO, 16";"24001";"León";"León";"LEON";"LEON";"987002375";"";"";"";"";"";"30";"";"";"";
"24/000030";"Cafetería";"2ª - 1 Taza";"LOS LEONES";"GRAN CAPITAN, 7";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987221079";"";"";"";"";"";"76";"";"";"";
"47/000050";"Cafetería";"2ª - 1 Taza";"LIBRA";"DOS DE MAYO 15";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983207824";"";"";"";"";"";"42";"";"";"";
"24/000223";"Cafetería";"2ª - 1 Taza";"LIEBANA";"Calle JARDINES 2";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987423936";"";"";"";"";"";"31";"";"";"";
"24/000043";"Cafetería";"2ª - 1 Taza";"LONDON";"FERNANDO MIRANDA, 5";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411119";"";"";"";"";"";"50";"";"";"";
"24/000087";"Cafetería";"2ª - 1 Taza";"LONGA";"CARLOS PINILLA, GLORIETA, 3";"24010";"León";"León";"LEON";"LEON";"987230205";"";"";"";"";"";"42";"";"";"";
"24/000171";"Cafetería";"2ª - 1 Taza";"LOTO";"LAS HORTENSIAS, 6";"24400";"León";"Ponferrada";"PONFERRADA";"";"987402068";"";"";"";"";"";"34";"";"";"";
"47/000119";"Cafetería";"2ª - 1 Taza";"OLALA";"SAN JUAN BAUTISTA DE LA SALLE, 2";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"711724197";"";"";"";"";"";"50";"";"";"Si";
"24/000179";"Cafetería / Bar";"2ª - 1 Taza";"MELCON BAR";"MAESTRO NICOLAS, 23";"24005";"León";"León";"LEON";"LEON";"633445589";"";"";"";"";"";"52";"";"";"";
"40/000019";"Cafetería";"2ª - 1 Taza";"LUDOS LATRUMCOLORUM";"Calle JOSÉ ZORRILLA 26";"40000";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921700149";"634453669";"";"PINTA-22@HOTMAIL.ES";"";"";"91";"";"";"";
"24/000212";"Cafetería";"2ª - 1 Taza";"LA LUNA";"AVDA. ESPAÑA, 33";"24400";"León";"Ponferrada";"PONFERRADA";"";"987428863";"";"";"";"";"";"72";"";"";"";
"37/000157";"Cafetería";"2ª - 1 Taza";"LUNA LLENA";"BERNARDO DORADO, 2-12";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923210454";"";"";"";"";"";"30";"";"";"";
"24/000020";"Cafetería";"1ª - 2 Tazas";"LAS LLERAS";"BURGO NUEVO, 48";"24001";"León";"León";"LEON";"LEON";"987205163";"";"";"";"";"";"65";"";"";"";
"24/000046";"Cafetería";"2ª - 1 Taza";"MADRID";"CTRA. MADRID-CORUÑA, 237";"24700";"León";"Astorga";"ASTORGA";"";"987615808";"";"";"";"";"";"66";"";"";"";
"24/000035";"Cafetería";"2ª - 1 Taza";"MAGEL";"ANCHA, 22";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987413007";"";"";"";"";"";"65";"";"";"";
"47/000097";"Cafetería / Bar";"2ª - 1 Taza";"KOKOMO";"Calle ANGUSTIAS 2";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"633587070";"";"";"ifgonzalez@mfigrupo.com";"";"";"62";"";"";"";
"24/000189";"Cafetería";"2ª - 1 Taza";"MALLORCA";"GERARDO LINARES, 2";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987471418";"";"";"";"";"";"40";"";"";"";
"37/000151";"Cafetería";"2ª - 1 Taza";"MANDALA";"SERRANOS,9";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"123342";"";"";"";"";"";"80";"";"";"";
"37/000081";"Cafetería";"2ª - 1 Taza";"DOÑA MATEA";"C/ SANCHEZ LLEVOT, 4";"37800";"Salamanca";"Alba de Tormes";"ALBA DE TORMES";"ALBA DE TORMES";"659785559";"";"";"";"";"";"32";"";"";"";
"24/000230";"Cafetería";"2ª - 1 Taza";"LA MAQUINA";"AVDA. SACRAMENTO, S/N";"24400";"León";"Ponferrada";"PONFERRADA";"";"987427101";"";"";"";"";"";"30";"";"";"";
"47/000120";"Cafetería";"2ª - 1 Taza";"MARANTA";"COMUNEROS DE CASTILLA 1";"47000";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983374555";"";"";"";"";"";"76";"";"";"";
"24/000159";"Cafetería";"2ª - 1 Taza";"MARBELLA";"LOPEZ DE FENAR, 1";"24003";"León";"León";"LEON";"LEON";"987202970";"";"";"";"";"";"63";"";"";"";
"47/000045";"Cafetería";"2ª - 1 Taza";"MARFIL";"PASEO DEL HOSPITAL MILITAR, 2";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"685855989";"";"";"d.estebanlamarca@gmail.com";"";"";"100";"";"";"";
"47/000135";"Cafetería";"2ª - 1 Taza";"PLANTACIONES";"ESPECERIA, S/N";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983340598";"";"";"";"";"";"34";"";"";"";
"37/000128";"Cafetería";"2ª - 1 Taza";"MARIA";"MIRAT, AVENIDA, 36";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"252506";"";"";"";"";"";"52";"";"";"";
"37/000110";"Cafetería";"2ª - 1 Taza";"MARIA LUISA";"LEDESMA, 2";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"";"";"";"";"";"";"44";"";"";"";
"37/000179";"Cafetería";"2ª - 1 Taza";"MARMARA";"ARIAS PINEL, 16-18";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"184734";"";"";"";"";"";"34";"";"";"";
"05/000009";"Cafetería";"2ª - 1 Taza";"MASPALOMAS";"JARDIN DEL RECREO, S/N";"05001";"Ávila";"Ávila";"AVILA";"";"920228576";"";"";"";"";"";"42";"";"";"";
"05/000034";"Cafetería";"2ª - 1 Taza";"MAXCOOP";"CTRA. BARCO, S/N";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"";"920362060";"";"";"";"";"";"44";"";"";"";
"24/000250";"Cafetería";"1ª - 2 Tazas";"MENPHIS";"Calle MOISES DE LEON, 3";"24006";"León";"León";"LEON";"LEON";"619710120";"";"";"belenfuertesjuan@hotmail.com";"";"";"86";"";"";"";
"37/000174";"Cafetería";"2ª - 1 Taza";"MESON ANTONIO";"LIBERTAD,22";"37700";"Salamanca";"Béjar";"BEJAR";"";"403372";"";"";"";"";"";"28";"";"";"";
"37/000048";"Cafetería";"2ª - 1 Taza";"MESON CERVANTES";"MAYOR, PZA., 15";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"217213";"";"";"";"";"";"39";"";"";"";
"42/000020";"Cafetería";"2ª - 1 Taza";"PAK RICO DONER KEBAB";"DIEGO LAINEZ, 13";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975100023";"";"";"";"";"";"23";"";"";"";
"42/000036";"Cafetería";"2ª - 1 Taza";"MESON QUEILES";"AVDA. CORONACION, S/N";"42100";"Soria";"Ágreda";"AGREDA";"";"976647671";"";"";"";"";"";"56";"";"";"";
"24/000068";"Cafetería";"2ª - 1 Taza";"MIAMI";"Avenida LA FACULTAD 33";"24004";"León";"León";"LEON";"LEON";"618054901";"";"";"";"";"";"72";"";"";"";
"37/000042";"Cafetería";"2ª - 1 Taza";"MILAN";"PZA. NUEVA, 3";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"541843";"";"";"";"";"";"50";"";"";"";
"24/000156";"Cafetería";"2ª - 1 Taza";"MISTER'S G";"VERARDO GARCIA REY, 22";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987427611";"";"";"";"";"";"41";"";"";"";
"47/000125";"Cafetería";"2ª - 1 Taza";"MODENAV 87";"C/ LOPE DE VEGA, 33";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"";"983804317";"";"";"";"";"";"21";"";"";"";
"05/000018";"Cafetería";"2ª - 1 Taza";"MOGAMBO";"ANICETO MARINAS, 27";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"918970543";"";"";"";"";"";"70";"";"";"";
"47/000003";"Cafetería";"2ª - 1 Taza";"MOKA";"Paseo ZORRILLA 3";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983271336";"";"";"";"";"";"72";"";"";"";
"24/000170";"Cafetería";"2ª - 1 Taza";"EL MOLINILLO";"Calle ARCIPRESTE DE HITA, 8";"24004";"León";"León";"LEON";"LEON";"987201090";"";"";"";"";"";"36";"";"";"";
"47/000098";"Cafetería";"2ª - 1 Taza";"MONACO";"LAS ERAS, 9";"47420";"Valladolid";"Íscar";"ISCAR";"ISCAR";"983612376";"";"";"";"";"";"29";"";"";"";
"34/000019";"Cafetería";"2ª - 1 Taza";"MONACO";"LAS HUERTAS, 4";"34100";"Palencia";"Saldaña";"SALDAÑA";"";"979890452";"";"";"";"";"";"62";"";"";"";
"47/000067";"Cafetería";"2ª - 1 Taza";"MONALISA";"PZA. MAYOR, 7";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983601894";"636403262";"";"";"";"";"24";"";"";"";
"34/000006";"Cafetería";"2ª - 1 Taza";"EL MONTAÑES";"AVDA. GENERALISIMO, S/N";"34880";"Palencia";"Guardo";"GUARDO";"";"979822450";"";"";"";"";"";"118";"";"";"";
"05/000043";"Cafetería";"2ª - 1 Taza";"PACHI";"AVDA. ANICETO MARINAS Nº 29";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"918970103";"";"";"";"";"";"50";"";"";"";
"24/000064";"Cafetería";"2ª - 1 Taza";"MONTECASINO";"Calle ELOY REIGADA 23";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"987510818";"";"";"";"";"";"67";"";"";"";
"42/000012";"Cafetería";"1ª - 2 Tazas";"MOPAL";"CTRA. N-II, KM. 150";"42240";"Soria";"Medinaceli";"MEDINACELI";"";"975326165";"";"";"";"";"";"41";"";"";"";
"24/000274";"Cafetería";"2ª - 1 Taza";"LAS MORERAS";"CTRA. CABOALLES, KM. 6,8";"24121";"León";"Sariegos";"AZADINOS";"AZADINOS";"987280796";"";"";"";"";"";"57";"";"";"";
