"N.Registro";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"09/001088";"";"EL MANANTIAL";"Plaza Virgen del Manzano 2";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947228758";"645059226";"";"";"";"";"80";"";"";"Si";
"09/001113";"";"BODEGA CÁMARA";"CL/SAN PEDRO CARDEÑA, 35";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"620642700";"";"";"";"";"";"24";"";"";"";
"09/001132";"";"FRONTON";"C/ MARTIN";"09690";"Burgos";"Vilviestre del Pinar";"VILVIESTRE DEL PINAR";"";"";"";"";"";"";"";"";"";"";"";
"09/001147";"";"CABRERO";"CL/REAL, 3";"09692";"Burgos";"Canicosa de la Sierra";"CANICOSA DE LA SIERRA";"CANICOSA DE LA SIERRA";"947391410";"";"";"";"";"";"49";"";"";"";
"09/001177";"";"Mª CARMEN";"C/ CONDADO DE TREVIÑO, 78";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"";"";"";"";"";"";"";"";"";"";
"09/001180";"";"EL OLMO";"C/ EL OLMO, 24";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"";"";"";"";"";"";"";"";"";"";
"09/001187";"";"QUEEN";"Calle Arenal, 72";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"605309448";"";"";"";"";"";"14";"";"";"Si";
"09/001193";"";"LA REINETA";"PARQUE VIRGEN DEL MANZANO, 1";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"626031819";"";"";"";"";"";"26";"";"";"";
"09/001208";"";"LA FUENTE";"CL/SAN JUAN,12";"09614";"Burgos";"Huerta de Arriba";"HUERTA DE ARRIBA";"";"947383459";"";"";"";"";"";"22";"";"";"Si";
"09/001218";"";"BOCOY";"Calle BURGO DE OSMA, 1";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"675125551";"";"";"sergiovazquezgarcia@hotmail.com";"";"";"35";"";"";"Si";
"09/001219";"";"ALVI";"C/ ESTADOS UNIDOS, 2";"09212";"Burgos";"Valle de Tobalina";"BARCINA DEL BARCO";"";"";"";"";"";"";"";"";"";"";"";
"09/001220";"";"JUANMA";"CARRETERA GENERAL, S/N";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"";"";"";"";"";"";"";"";"";"";"";
"09/001226";"";"EL SOPORTAL";"PLAZA MAYOR,  1";"09123";"Burgos";"Sasamón";"SASAMON";"SASAMON";"605154002";"";"";"";"";"";"34";"";"";"";
"09/001230";"";"BILBAO";"CL/CALVO SOTELO,9";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"947132170";"697734866";"";"";"";"";"20";"";"";"Si";
"09/001233";"";"MIGUILLAS";"C/ SANTANDER, 2";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"";"";"";"";"";"";"";"";"";"";"";
