"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"05/000184";"Restaurante";"4ª - 1 Tenedor";"";"LA TALANQUERA";"TALANQUERA, S/N";"05450";"Ávila";"Casavieja";"CASAVIEJA";"";"";"";"";"";"";"";"45";"";"";"";
"05/000186";"Restaurante";"4ª - 1 Tenedor";"";"MAR CANTABRICO";"AVDA. CONSTITUCION, 22";"05450";"Ávila";"Casavieja";"CASAVIEJA";"";"918678477";"";"";"";"";"";"32";"";"";"";
"05/000187";"Restaurante";"3ª - 2 Tenedores";"";"EL COCEDERO";"BURGOHONDO, CARRETERA, KM. 2,5";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920250942";"";"";"";"";"";"55";"-4,707851";"40,637129";"";
"05/000188";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TABERNA EL VILLANO - ESPERANZA";"Calle TRAVESIA DEL PALOMAR";"05410";"Ávila";"Mombeltrán";"MOMBELTRAN";"MOMBELTRAN";"661835399";"";"";"";"";"";"64";"";"";"";
"05/000189";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL PASO DE GREDOS";"CARRETERA, 3";"05131";"Ávila";"Mengamuñoz";"MENGAMUÑOZ";"MENGAMUÑOZ";"920291203";"";"";"";"";"";"69";"-5,00033";"40,498396";"";
"05/000190";"Restaurante";"4ª - 1 Tenedor";"";"EL ASADOR DE AVILA";"CTRA. SORIA-PLASENCIA, KM. 262,200";"05197";"Ávila";"Fresno (El)";"FRESNO (EL)";"FRESNO (EL)";"920269983";"";"";"";"";"";"127";"-4,766063";"40,632021";"";
"05/000191";"Restaurante / Bar";"3ª - 2 Tenedores";"";"NTRA. SRA. DE SONSOLES";"CTRA. ANTIGUA DE SONSOLES, KM. 4,9";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920227376";"649977618";"";"posadarestaurantesonsoles@hotmail.com";"";"";"138";"-4,676708";"40,621702";"";
"05/000192";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL PENTAGONO";"Calle CARRETERA, S/N";"05540";"Ávila";"Muñana";"MUÑANA";"MUÑANA";"920231448";"653808431";"";"diegojim_1994@hotmail.com";"";"";"89";"";"";"Si";
"05/000195";"Restaurante";"3ª - 2 Tenedores";"";"HOSTERIA DE BRACAMONTE";"Calle BRACAMONTE, 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920251280";"920253838";"";"";"";"";"92";"";"";"";
"05/000196";"Restaurante";"4ª - 1 Tenedor";"";"GILA";"REAL, 10";"05293";"Ávila";"Peguerinos";"PEGUERINOS";"PEGUERINOS";"918983021";"";"";"";"";"";"16";"-4,232164";"40,626391";"";
"05/000197";"Restaurante";"3ª - 2 Tenedores";"";"LA SANTA";"SANTA TERESA, PLAZA, 16";"05001";"Ávila";"Ávila";"AVILA";"";"920212156";"";"";"";"";"";"58";"";"";"";
"05/000198";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOQUERÍA";"GENERAL SANJURJO, 141";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920281774";"920281297";"";"";"";"";"102";"-4,6372688";"40,4741687";"";
"05/000199";"Restaurante";"4ª - 1 Tenedor";"";"MESON SAN NICOLAS";"CTRA. N-110, KM. 261";"05192";"Ávila";"Colilla (La)";"COLILLA (LA)";"COLILLA (LA)";"920269728";"";"";"";"";"";"68";"-4,755445";"40,636702";"";
"05/000201";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL ESCUDO";"Carretera DE BEJAR 57";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920360896";"";"";"";"";"";"24";"";"";"";
"05/000202";"Restaurante";"4ª - 1 Tenedor";"";"CUATRO HERMANOS";"Calle VALLE DEL CORNEJA, 3";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920228177";"";"";"";"";"";"30";"";"";"";
"05/000205";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MESON GALAYOS";"CTRA. DEL BARCO, S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920349014";"920349222";"";"info@galayos.net";"www.galayos.net";"";"273";"";"";"Si";
"05/000206";"Restaurante";"4ª - 1 Tenedor";"";"CASA ALFONSO";"CARRETERA, S/N";"05131";"Ávila";"Mengamuñoz";"MENGAMUÑOZ";"";"920291350";"";"";"";"";"";"27";"";"";"";
"05/000207";"Restaurante";"3ª - 2 Tenedores";"";"ASADOR LAS CUBAS";"FIGONES, 9";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"920300125";"";"";"";"";"";"49";"";"";"";
"05/000208";"Restaurante";"4ª - 1 Tenedor";"";"LAS  TINAJAS";"Calle NUEVA 15";"05260";"Ávila";"Cebreros";"CEBREROS";"CEBREROS";"918630956";"";"";"";"";"";"";"";"";"";
"05/000211";"Restaurante / Bar";"3ª - 2 Tenedores";"";"J.J.";"Carretera BARCO S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349058";"";"";"";"";"";"257";"";"";"";
"05/000213";"Restaurante";"2ª - 3 Tenedores";"";"EL ALMACEN";"SALAMANCA, CARRETERA, 6";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920254455";"";"";"";"";"";"98";"-4,710043";"40,657931";"Si";
"05/000215";"Restaurante / Bar";"4ª - 1 Tenedor";"";"DEL CAMPO";"EUSEBIO REVILLA, 9";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"920302496";"609810666";"";"hostaldelcampo@gmail.com";"";"";"56";"";"";"";
"05/000216";"Restaurante";"4ª - 1 Tenedor";"";"EL JARDIN";"GENERAL FRANCO, 44";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920281599";"";"";"";"";"";"88";"-4,555656";"40,436389";"";
"05/000217";"Restaurante";"3ª - 2 Tenedores";"";"LA CUEVA";"EL PERAL, 5";"05510";"Ávila";"Santa María del Berrocal";"SANTA MARIA DEL BERROCAL";"";"920367082";"";"";"";"";"";"239";"";"";"";
"05/000220";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LAS CRUCERAS";"Poblado LAS CRUCERAS 5";"05110";"Ávila";"Barraco (El)";"CRUCERAS (LAS)";"CRUCERAS (LAS)";"636263234";"";"";"cooperativa.alberche@gmail.com";"";"";"60";"-4,563546";"40,418988";"Si";
"05/000221";"Restaurante";"3ª - 2 Tenedores";"";"EL RINCON DE GREDOS";"Carretera CTRA. VENTA DEL OBISPO, KM. 41";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348245";"";"";"";"www.elrincondegredos.es";"";"64";"";"";"";
"05/000222";"Restaurante";"3ª - 2 Tenedores";"";"EL CHIRINGUITO";"ALMARZA SANCHIDRIAN,S/N.";"05290";"Ávila";"Sanchidrián";"SANCHIDRIAN";"";"920318236";"";"";"";"";"";"199";"";"";"";
"05/000223";"Restaurante";"4ª - 1 Tenedor";"";"LA TENTACION DEL GOURMET";"Avenida AVDA. PORTUGAL, 27";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920338545";"";"";"";"";"";"72";"";"";"";
"05/000224";"Restaurante";"3ª - 2 Tenedores";"";"CASA MARIANO";"PASEO RECOLETOS, 8";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"";"918625245";"";"";"";"";"";"76";"";"";"";
"05/000227";"Restaurante / Bar";"3ª - 2 Tenedores";"";"PAVERO 2.0";"Plaza SANTO DOMINGO 3";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"692512102";"";"";"";"";"";"200";"-4,719264";"41,063605";"Si";
"05/000231";"Restaurante";"4ª - 1 Tenedor";"";"LA PISCINA";"AVDA. JUAN CARLOS, Nº 47";"05250";"Ávila";"Hoyo de Pinares (El)";"HOYO DE PINARES (EL)";"HOYO DE PINARES (EL)";"625386542";"";"";"";"";"";"144";"";"";"";
"05/000232";"Restaurante";"4ª - 1 Tenedor";"";"EL RISCO DEL AGUILA";"AVDA. DE MADRID, 12";"05293";"Ávila";"Peguerinos";"PEGUERINOS";"";"918983160";"";"";"";"";"";"92";"";"";"";
"05/000233";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA  LAGUNA";"Avenida DE MADRID 10";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"692832845";"";"";"";"";"";"47";"";"";"Si";
"05/000234";"Restaurante / Bar";"3ª - 2 Tenedores";"";"NAVAGREDOS";"CTRA. DE VALDEASCAS, S/N";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"625893130";"";"";"";"";"";"72";"";"";"Si";
"05/000237";"Restaurante";"4ª - 1 Tenedor";"";"VENTA RASQUILLA";"CTRA. AVILA-ARENAS DE SAN PEDRO";"05132";"Ávila";"San Martín del Pimpollar";"SAN MARTIN DEL PIMPOLLAR";"SAN MARTIN DEL PIMPOLLAR";"920348221";"";"";"";"";"";"104";"";"";"";
"05/000238";"Restaurante";"4ª - 1 Tenedor";"";"EL SOL";"CONCENTRACION PARCELARIA, 3";"05310";"Ávila";"Fontiveros";"FONTIVEROS";"";"920245067";"";"";"";"";"";"21";"";"";"";
"05/000240";"Restaurante / Bar";"4ª - 1 Tenedor";"";"SOTILLO";"AVDA. JOSE ANTONIO, S/N";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"";"918 660 181";"";"";"";"";"";"26";"";"";"";
"05/000243";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON LOS MARINOS";"Paraje LA LAGUNILLA (CTRA. C 501 KM. 5,8)";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920381089";"";"";"";"";"";"57";"";"";"";
"05/000244";"Restaurante";"4ª - 1 Tenedor";"";"MESON";"PLAZA CONSTITUCION, 21";"05280";"Ávila";"Mingorría";"MINGORRIA";"";"920200157";"";"";"";"";"";"29";"";"";"";
"05/000248";"Restaurante";"4ª - 1 Tenedor";"";"EL ALCALDILLO";"CTRA. MADRIGAL DE LA VERA, S/N";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"646522982";"669515837";"";"";"";"";"40";"";"";"";
"05/000249";"Restaurante / Bar";"3ª - 2 Tenedores";"";"SUR";"C/ JESUS DEL GRAN PODER, 55";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"920255466";"637554447";"";"abulahosteleros@abulahosteleros.com";"";"";"122";"";"";"";
"05/000250";"Restaurante";"4ª - 1 Tenedor";"";"LA GASOLINERA";"CTRA. SALAMANCA, KM. 47";"05380";"Ávila";"Salvadiós";"SALVADIOS";"";"923563000";"";"";"";"";"";"40";"";"";"";
"05/000251";"Restaurante";"4ª - 1 Tenedor";"";"LIDO";"COLONIA SAN FRANCISCO, S/N";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"";"920340714";"";"";"";"";"";"20";"";"";"";
"05/000252";"Restaurante";"3ª - 2 Tenedores";"";"MESON EL INCA";"CRTA. A LA GRUTA DEL AGUILA";"05418";"Ávila";"Arenas de San Pedro";"RAMACASTAÑAS";"";"920371274";"";"";"";"";"";"60";"";"";"";
"05/000254";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA CASONA";"Plaza PEDRO DAVILA 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920256239";"";"";"";"";"";"74";"";"";"Si";
"05/000255";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ARPA";"Avenida DE GREDOS 52";"05120";"Ávila";"Navalmoral";"NAVALMORAL";"NAVALMORAL";"920283010";"626671579";"";"";"";"";"33";"";"";"";
"05/000256";"Restaurante";"4ª - 1 Tenedor";"";"EL ROCIO";"TRAVESIA DE LA VIÑUELA, 20";"05450";"Ávila";"Casavieja";"CASAVIEJA";"";"918678336";"";"";"";"";"";"37";"";"";"";
"05/000257";"Restaurante";"3ª - 2 Tenedores";"";"LA PARAMERA";"AVDA GREDOS, 60";"05112";"Ávila";"Navalmoral";"NAVALMORAL";"NAVALMORAL";"659527486";"920280056";"";"";"";"";"";"";"";"";
"05/000258";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ESQUINA VINTAGE";"Paseo SAN ROQUE 27";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"618893125";"";"";"monikam00@hotmail.com";"";"";"78";"";"";"";
"05/000260";"Restaurante";"4ª - 1 Tenedor";"";"ENTRECASCADAS";"PARAJE DE LA LUZ, S/N";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920380290";"";"";"";"";"";"24";"";"";"";
"05/000261";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA MELANEO";"Plaza DE ABAJO 7";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"918660228";"";"";"";"";"";"45";"";"";"";
"05/000262";"Restaurante";"4ª - 1 Tenedor";"";"ALARDOS DE SAN JUAN";"PARAJE LAS HIGUEROLAS";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"920389765";"920377141";"";"";"";"";"76";"-5,359881";"40,157541";"";
"05/000263";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PUENTE DE LOS RIVEROS";"PUENTE DE LOS RIVEROS, S/N";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920380738";"";"";"";"";"";"28";"";"";"";
"05/000264";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL EMPERADOR";"JUAN PABLO II, AVENIDA, 12";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920039229";"";"";"hosteriaelemperador@gmail.com";"";"";"98";"";"";"";
"05/000265";"Restaurante";"4ª - 1 Tenedor";"";"HOSPITAL NTRA. SRA. DE SONSOLES";"VILLACASTIN A VIGO,CARRETERA,KM.109";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920251819";"";"";"";"";"";"117";"-4,666357";"40,665704";"";
"05/000266";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"EL RINCÓN DE JABUGO-RISTORANTE ITALIANO";"SAN SEGUNDO, 30";"05001";"Ávila";"Ávila";"AVILA";"";"920252590";"920252890";"";"";"";"";"38";"";"";"";
"05/000268";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL VALLE";"Calle CALZADA 13";"05520";"Ávila";"Salobral";"SALOBRAL";"SALOBRAL";"626810502";"664463439";"";"agueda2-0@hotmail.com";"";"";"32";"";"";"Si";
"05/000270";"Restaurante";"4ª - 1 Tenedor";"";"TELEPIZZA";"Avenida DE PORTUGAL 2";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920255000";"690699835";"";"";"www.telepizza.es";"";"100";"";"";"";
"05/000271";"Restaurante";"4ª - 1 Tenedor";"";"EMI-BEL";"CTRA. DE BARCO, S/N";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"";"920348430";"";"";"";"";"";"50";"";"";"";
"05/000273";"Restaurante";"4ª - 1 Tenedor";"";"LA POSADA";"ESQUINILLA, 9";"05461";"Ávila";"Mijares";"MIJARES";"PINOSA";"920385180";"";"";"";"";"";"30";"-4,838353";"40,297035";"";
"05/000276";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL RINCONCILLO";"CTRA. ARENAS-CANDELEDA, KM. 11";"05492";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"920390173";"607213076";"";"migueltb70@hotmail.com";"";"";"34";"-5,166028";"40,172825";"";
"05/000278";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL PINAR";"CTRA. VALLADOLID, KM. 1,3";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"90332737";"656804856";"";"";"";"";"74";"-4,684234";"40,666071";"Si";
"05/000279";"Restaurante";"4ª - 1 Tenedor";"";"GRAN MURALLA";"C/ SAN SEGUNDO, 18";"05000";"Ávila";"Ávila";"AVILA";"AVILA";"920250226";"609646590";"";"";"";"";"140";"";"";"";
"05/000280";"Restaurante";"4ª - 1 Tenedor";"";"SAN FRANCISCO";"Plaza PLAZA SAN FRANCISCO Nº 2";"05005";"Ávila";"Ávila";"AVILA";"AVILA";"920226525";"920255801";"";"";"";"";"48";"";"";"";
"05/000281";"Restaurante";"3ª - 2 Tenedores";"";"LAS CANCELAS";"CRUZ VIEJA Nº 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920 212249";"920 212250";"";"";"";"";"136";"";"";"";
"05/000283";"Restaurante";"4ª - 1 Tenedor";"";"PLAZA";"LARGA Nº 2";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"918670059";"";"";"";"";"";"60";"";"";"";
"05/000285";"Restaurante / Bar";"3ª - 2 Tenedores";"";"VALLE DE IRUELAS";"Poblado LAS CRUCERAS S/N";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"610613424";"";"";"";"";"";"40";"-4,563546";"40,418988";"Si";
"05/000286";"Restaurante / Bar";"3ª - 2 Tenedores";"";"AREA DE SERVICIOS ORBITA";"Carretera A6 - KM. 117";"05296";"Ávila";"Orbita";"ORBITA";"ORBITA";"628351659";"";"";"espinosa@areas.com";"";"";"400";"";"";"Si";
"05/000287";"Restaurante";"4ª - 1 Tenedor";"";"LA TAPERIA";"CARRETERA DEL BARCO Nº 15";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920349094";"";"";"";"";"";"100";"";"";"";
"05/000288";"Restaurante";"4ª - 1 Tenedor";"";"GREDOS";"CARRETERA DEL BARCO S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920349006";"";"";"";"";"";"28";"";"";"";
"05/000290";"Restaurante";"3ª - 2 Tenedores";"";"LA GALANA";"CTRA. HOYOS DEL ESPINO-PLATAFORMA";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920207523";"";"";"lagalanagredos@hotmail.com";"";"";"64";"";"";"";
"05/000291";"Restaurante";"4ª - 1 Tenedor";"";"EL DESCANSO";"Calle ARROYO DE LA PARRA 2";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920281657";"";"";"RESTAURANTEELDESCANSO@GMAIL.COM";"RESTAURANTEELDESCANSO.ES";"";"119";"";"";"Si";
"05/000292";"Restaurante";"4ª - 1 Tenedor";"";"BOCATTI";"SAN SEGUNDO, 26";"05000";"Ávila";"Ávila";"AVILA";"";"920251080";"";"";"";"";"";"88";"";"";"";
"05/000293";"Restaurante";"4ª - 1 Tenedor";"";"SIGLO DOCE";"PLAZA DE LA CATEDRAL, 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920252885";"";"";"";"";"";"114";"-4,696928";"40,656153";"";
"05/000294";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VENTA EL SOTO";"CARRETERA DE BURGOHONDO Nº 17";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920229587";"920254420";"";"";"";"";"100";"-4,705518";"40,643588";"";
"05/000295";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA VICTORIA";"PLAZA DE LA CONSTITUCION S/N";"05115";"Ávila";"Navarrevisca";"NAVARREVISCA";"NAVARREVISCA";"920289254";"";"";"";"";"";"48";"";"";"";
"05/000296";"Restaurante";"4ª - 1 Tenedor";"";"XI HU";"AVENIDA DE MADRID, 54";"05000";"Ávila";"Ávila";"AVILA";"";"920229864";"";"";"";"";"";"122";"";"";"";
"05/000297";"Restaurante";"4ª - 1 Tenedor";"";"MESON SAN NICOLAS";"PLAZA SAN NICOLAS Nº 6";"05220";"Ávila";"Madrigal de las Altas Torres";"MADRIGAL DE LAS ALTAS TORRES";"MADRIGAL DE LAS ALTAS TORRES";"920320614";"";"";"";"";"";"24";"";"";"";
"05/000299";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ALACENA-ARCHY";"Calle VALLESPIN 5";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"621049013";"";"";"gabriel.imcosha@gmail.com";"";"";"35";"";"";"";
"05/000300";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON EL PARADOR";"CARRETERA TOLEDO-AVILA, Nº 18";"05260";"Ávila";"Cebreros";"CEBREROS";"";"918631141";"";"";"";"";"";"149";"";"";"";
"05/000301";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAMPING GREDOS HOYOCASERO";"LOS TALLERES, 6";"05123";"Ávila";"Hoyocasero";"HOYOCASERO";"HOYOCASERO";"920293150";"686966416";"";"camping@gredoshoyocasero.com";"";"";"147";"";"";"Si";
"05/000303";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VAQUERO";"C/CONCEPCION, Nº 6";"05510";"Ávila";"Santa María del Berrocal";"SANTA MARIA DEL BERROCAL";"SANTA MARIA DEL BERROCAL";"920367193";"";"";"";"";"";"65";"";"";"";
"05/000306";"Restaurante";"4ª - 1 Tenedor";"";"EL PASO";"Calle CABALLEROS, Nº 12";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920228559";"";"";"";"";"";"20";"";"";"";
"05/000308";"Restaurante";"3ª - 2 Tenedores";"";"EL FIGÓN DE ARÉVALO";"C/ HUERTA DEL MARQUES, 2";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"920301876";"";"";"";"";"";"52";"-4,721934";"41,057136";"Si";
"05/000310";"Restaurante";"4ª - 1 Tenedor";"";"EL RODEO";"CARRETERA DE CHILLA, KM. 2,700";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920381003";"";"";"";"";"";"49";"";"";"";
"05/000311";"Restaurante";"4ª - 1 Tenedor";"";"CHINO CASA DE XU";"VIRGEN DE LOS REMEDIOA Nº 2";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"";"918660751";"";"";"";"";"";"55";"";"";"";
"05/000312";"Restaurante";"4ª - 1 Tenedor";"";"PRISMA";"PASEO DE SAN ROQUE Nº 16";"05000";"Ávila";"Ávila";"AVILA";"";"920225900";"";"";"";"";"";"80";"";"";"";
"05/000314";"Restaurante";"4ª - 1 Tenedor";"";"EL PASO";"LA IGLESIA Nº 1";"05520";"Ávila";"Padiernos";"PADIERNOS";"PADIERNOS";"920265300";"";"";"";"";"";"100";"-4,845499";"40,621576";"";
"05/000315";"Restaurante";"4ª - 1 Tenedor";"";"LA GAZNATA";"PUENTE LA GAZNATA";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"PUENTE DE LA GAZNATA";"920281729";"";"";"";"";"";"66";"-4,555656";"40,436389";"";
"05/000317";"Restaurante";"4ª - 1 Tenedor";"";"RUINAS DE ULACA";"GENERALISIMO, 7";"05130";"Ávila";"Solosancho";"SOLOSANCHO";"";"920291023";"";"";"";"";"";"20";"";"";"";
"05/000319";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA GOLONDRINA";"PLAZA ESPAÑA, 5";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"610751622";"";"";"";"";"";"30";"";"";"";
"05/000320";"Restaurante";"4ª - 1 Tenedor";"";"REBOJOS";"C/DEL BARCO Nº 2";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"";"920360458";"";"";"";"";"";"28";"";"";"";
"05/000321";"Restaurante";"4ª - 1 Tenedor";"";"FELIPE";"PUERTA DE AVILA Nº 7";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"";"920361072";"";"";"";"";"";"28";"";"";"";
"05/000322";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"DON PACO";"Carretera NACIONAL VI, KM. 136";"05215";"Ávila";"Palacios de Goda";"PALACIOS DE GODA";"PALACIOS DE GODA";"920300318";"629863498";"";"";"";"";"225";"";"";"Si";
"05/000323";"Restaurante";"4ª - 1 Tenedor";"";"MESON JARA";"SAN JUAN DE LA CRUZ, 8";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920380650";"";"";"";"";"";"22";"";"";"";
"05/000325";"Restaurante";"4ª - 1 Tenedor";"";"PIZZERIA DE ANTAÑO";"C/TIETAR, Nº 48";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"918668470";"";"";"";"";"";"25";"";"";"";
"05/000326";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA ESTACION";"Carretera SANCHIDRIÁN, KM 22";"05164";"Ávila";"Riocabado";"RIOCABADO";"RIOCABADO";"920240560";"";"";"";"";"";"104";"";"";"Si";
"05/000328";"Restaurante";"4ª - 1 Tenedor";"";"LOS ALAMOS";"CARRETERA DE CASILLAS, 120";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"";"918661599";"";"";"";"";"";"24";"";"";"";
"05/000329";"Restaurante";"3ª - 2 Tenedores";"";"LAS PALMERAS";"C/QUIÑON, S/N.";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"";"918660505";"";"";"";"";"";"88";"";"";"";
"05/000331";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL FOGON DE AUREA";"PROGRESO, 22";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918666478";"";"";"";"";"";"60";"";"";"Si";
"05/000332";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL PASAJE";"Calle CHORRO DE SAN BARTOLOME 19";"05450";"Ávila";"Casavieja";"CASAVIEJA";"CASAVIEJA";"678652376";"";"";"mcsantamera@gmail.com";"";"";"80";"";"";"";
"05/000335";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"TROPICANA";"C/JUAN DE YEPES, Nº 11";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920251744";"";"";"";"";"";"178";"";"";"";
"05/000336";"Restaurante";"4ª - 1 Tenedor";"";"EL FOGON";"C/LA RAMA, Nº 19";"05428";"Ávila";"Casillas";"CASILLAS";"";"918667007";"";"";"";"";"";"32";"";"";"";
"05/000338";"Restaurante";"3ª - 2 Tenedores";"";"MOGAMBO";"ANICETO MARINAS, 27";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"918972400";"";"";"";"";"";"74";"-4,337131";"40,598943";"";
"05/000339";"Restaurante";"4ª - 1 Tenedor";"";"LA TRUCHA";"VENTA RASQUILLA, S/";"05132";"Ávila";"San Martín del Pimpollar";"SAN MARTIN DEL PIMPOLLAR";"";"920207469";"";"";"";"";"";"80";"";"";"";
"05/000340";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CANTINA ESTACIÓN";"Calle DE LA ESTACIÓN (ESTACION RENFE)";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"676912646";"";"";"";"";"";"40";"-4,361703";"40,589407";"";
"05/000341";"Restaurante";"4ª - 1 Tenedor";"";"PISCINA LA CABAÑA";"CTRA. ALCORCÓN-PLASENCIA, KM. 85,5";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"918670308";"";"";"lacabana2@terra.es";"wwwlacabaña.es";"";"250";"-4,666766";"40,270525";"";
